Action Required,SKU number,Product Barcode,Product Title (ENGLISH),Product Title (MALAY),Product Title (CHINESE),Brand (EN),Manufacturer / Principal (EN),Image URL (Google Drive Link),Product Price (RM),Limit on Item per checkout,Child Category (EN),Is Active?,Tags,Product Description (EN),Product Description (MY),Product Description (CN),,,,,,,,,,
Add New Item,101090017,9555487801059,FARM FRESH YOGURT STRAWBERRIES 200ML,,,FARM FRESH ,FARM FRESH ,,2.69,,Dairy & Chilled > Yogurt,1,,,,,,,,,,,,,,
Add New Item,101090018,9555487801448,FARM FRESH CHOCOLATE 1L,,,FARM FRESH ,FARM FRESH ,,8.60,,Dairy & Chilled > UHT & Packaged Milk,1,,,,,,,,,,,,,,
Add New Item,10109019,9555487801394,FARM FRESH CHOCOLATE MILK 200ML,,,FARM FRESH ,FARM FRESH ,,2.62,,Dairy & Chilled > UHT & Packaged Milk,1,,,,,,,,,,,,,,
Add New Item,101030033,9556166058191,DUTCH LADY FULL CREAM MILK 200ML,,,DUTCH LADY,DUTCH LADY,,1.90,,Dairy & Chilled > UHT & Packaged Milk,1,,,,,,,,,,,,,,
Add New Item,101030778,9556166058214,DUTCH LADY CHOCOLATE MILK 200ML,,,DUTCH LADY,DUTCH LADY,,1.90,,Dairy & Chilled > UHT & Packaged Milk,1,,,,,,,,,,,,,,
Add New Item,101030846,9556166058221,DUTCH LADY STRAWBERRY MILK 200ML,,,DUTCH LADY,DUTCH LADY,,1.80,,Dairy & Chilled > UHT & Packaged Milk,1,,,,,,,,,,,,,,
Add New Item,101035001,9556166058153,DUTCH LADY FULL CREAM MILK 1L,,,DUTCH LADY,DUTCH LADY,,7.40,,Dairy & Chilled > UHT & Packaged Milk,1,,,,,,,,,,,,,,
Add New Item,101035002,9556166058184,DUTCH LADY STRAWBERRY MILK 1L,,,DUTCH LADY,DUTCH LADY,,7.40,,Dairy & Chilled > UHT & Packaged Milk,1,,,,,,,,,,,,,,
Add New Item,101035004,9556166058177,DUTCH LADY CHOCOLATE MILK 1L,,,DUTCH LADY,DUTCH LADY,,7.40,,Dairy & Chilled > UHT & Packaged Milk,1,,,,,,,,,,,,,,
Add New Item,101035003,9556166058160,DUTCH LADY LOW FAT MILK 1L,,,DUTCH LADY,DUTCH LADY,,7.40,,Dairy & Chilled > UHT & Packaged Milk,1,,,,,,,,,,,,,,
Add New Item,101040758,9557305000309,MARIGOLD HL MILK 200ML,,,MARIGOLD,MARIGOLD,,2.50,,Dairy & Chilled > UHT & Packaged Milk,1,,,,,,,,,,,,,,
Add New Item,101040759,9557305002310,MARIGOLD HL CHOCO MILK 200ML,,,MARIGOLD,MARIGOLD,,2.60,,Dairy & Chilled > UHT & Packaged Milk,1,,,,,,,,,,,,,,
Add New Item,101046985,9557305000569,MARIGOLD HL LOW FAT MILK 1L,,,MARIGOLD,MARIGOLD,,6.70,,Dairy & Chilled > UHT & Packaged Milk,1,,,,,,,,,,,,,,
Add New Item,101040765,9557305002327,MARIGOLD HL CHOCO MILK 1L,,,MARIGOLD,MARIGOLD,,8.70,,Dairy & Chilled > UHT & Packaged Milk,1,,,,,,,,,,,,,,
Add New Item,101040143,9557305000545,MARIGOLD HL FULL CREAM MILK 1L,,,MARIGOLD,MARIGOLD,,6.70,,Dairy & Chilled > UHT & Packaged Milk,1,,,,,,,,,,,,,,
Add New Item,101060007,9556156034099,YEOS JUSTEA LEMON GREEN TEA 250ML,,,YEOS,YEOS,,1.20,,Beverages > Tea > Flavoured Tea,1,,,,,,,,,,,,,,
Add New Item,101060008,9556156034907,YEOS JUSTEA ICE LEMON TEA 250ML,,,YEOS,YEOS,,1.20,,Beverages > Tea > Flavoured Tea,1,,,,,,,,,,,,,,
Add New Item,101060009,9556156036306,YEOS JUSTEA WHITE GRAPE 250ML,,,YEOS,YEOS,,1.20,,Beverages > Tea > Flavoured Tea,1,,,,,,,,,,,,,,
Add New Item,101060010,9556156034938,YEOS JUSTEA PEACH 250ML,,,YEOS,YEOS,,1.20,,Beverages > Tea > Flavoured Tea,1,,,,,,,,,,,,,,
Add New Item,19115008,9557677101062,I-MEI PRAWN BALL 500G,,,I-MEI,I-MEI,,7.80,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150302,9557677101123,I-MEI MIXED VEGE 250G,,,I-MEI,I-MEI,,2.00,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150304,9557677101048,I-MEI SOTONG BALL 500G,,,I-MEI,I-MEI,,7.80,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150306,9557677244226,I-MEI CRAB BALL 400G,,,I-MEI,I-MEI,,7.84,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150416,9557677244226,I-MEI TEMPURA CHICKEN NUGGET 800G,,,I-MEI,I-MEI,,14.40,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,209090001,9557677101222,I-MEI POTATO CHIP 500G,,,I-MEI,I-MEI,,4.50,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150297,9556535682316,FIGO STEAMBOAT 5 IN 1 500G,,,FIGO,FIGO,,11.00,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150298,9556535630072,FIGO VEGE FISH BALL 500G,,,FIGO,FIGO,,10.60,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150299,9556535650094,FIGO CRAB MEAT STICK 250G,,,FIGO,FIGO,,5.30,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150300,9556535640033,FIGO BEEF MEATBALL 500G,,,FIGO,FIGO,,10.60,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150372,9556535682132,FIGO SQUID ROLL SOTONG GULUNG 500G,,,FIGO,FIGO,,10.60,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150411,9556535720025,FIGO LOBSTER BALL 500G,,,FIGO,FIGO,,11.90,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,1911526865,9556535682569,FIGO CHEESE SEAFOOD TOFU 500G,,,FIGO,FIGO,,11.90,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,88888832,9556535720018,FIGO GOLDEN SEAFOOD NUGGET 500G,,,FIGO,FIGO,,11.20,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,321456988,9555565600840,UNIFOOD FRIED WANTAN 600G,,,UNIFOOD,UNIFOOD,,13.50,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150378,9555565600024,UF SAUSAGE ROLL 10'S 420G,,,UNIFOOD,UNIFOOD,,11.80,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150379,9555565600055,UF CURRY SAMOSA TRIANGLE 400G,,,UNIFOOD,UNIFOOD,,9.10,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,1911500014,9557240150244,UF UNBREADED CRAB CLAW 240G,,,UNIFOOD,UNIFOOD,,6.40,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,1911500015,9555565601137,UF DRAGON ROLL 160G,,,UNIFOOD,UNIFOOD,,7.90,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,1911500016,9555565600819,UF CHICKEN DUMPLING 250G,,,UNIFOOD,UNIFOOD,,7.20,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150380,9555565600475,UF SPRING ROLL 20S 400G,,,UNIFOOD,UNIFOOD,,6.40,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150498,9555565600796,UF PANDAN CHICKEN 15PCS 250G,,,UNIFOOD,UNIFOOD,,9.80,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150499,9555565600574,UF CHICKEN DIM SUM 20S 400G,,,UNIFOOD,UNIFOOD,,12.60,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150377,9556587102589,KAWAN ROTI CANAI 480G,,,KAWAN,KAWAN,,10.50,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,321456952,9556587105801,KAWAN PIZZA FOUR CHEESE 185G,,,KAWAN,KAWAN,,7.70,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,321456953,9556587102930,KAWAN FROZEN MIXED VEGE 250G,,,KAWAN,KAWAN,,2.30,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,321456954,9556587104521,KAWAN PARATHA PLAIN 400G,,,KAWAN,KAWAN,,6.40,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,321456986,9556587105825,KAWAN PIZZA PEPPERONI CHICKEN 195G,,,KAWAN,KAWAN,,8.40,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,321456987,9556587105818,KAWAN PIZZA SALTED EGG & CHICKEN SLICE 195G,,,KAWAN,KAWAN,,8.40,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,456852195,9556587105832,KAWAN PIZZA JACKFRUIT KAYA 195G,,,KAWAN,KAWAN,,7.00,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,852369741,9556587105849,KAWAN PIZZA BANANA KAYA 195G,,,KAWAN,KAWAN,,7.00,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150259,9556276000400,AYAMAS CRISPY FRIED CHICKEN 850G,,,AYAMAS,AYAMAS,,16.50,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150260,9556276000431,AYAMAS RED HOT CRISPY FRIED CHICKEN 850G,,,AYAMAS,AYAMAS,,16.50,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150261,9556276020514,AYAMAS HOT SPICY DRUMMETS 850G,,,AYAMAS,AYAMAS,,21.90,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150262,9556276070021,AYAMAS BREADED DRUMMETS 850G,,,AYAMAS,AYAMAS,,21.90,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150263,9556276020156,AYAMAS GOLDEN NUGGETS 850G,,,AYAMAS,AYAMAS,,16.50,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150264,9556276020408,AYAMAS CRISPY NUGGETS 850G,,,AYAMAS,AYAMAS,,17.30,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150265,9556276020507,AYAMAS CHICKEN COCKTAIL SAUSAGE 800G,,,AYAMAS,AYAMAS,,16.20,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150266,9556276000660,AYAMAS CHICKEN COCKTAIL CHEESE 800G,,,AYAMAS,AYAMAS,,13.70,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191150267,9556276000660,AYAMAS CRISPY TEMPURA NUGGETS 850G,,,AYAMAS,AYAMAS,,17.60,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191151230,9556276020392,AYAMAS FRANKFURTER 340G,,,AYAMAS,AYAMAS,,7.40,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,191151266,9556276000257,AYAMAS CHEESE FRANKFURTER 300G,,,AYAMAS,AYAMAS,,7.40,,Cooking & Baking > Other Cooking Needs,1,,,,,,,,,,,,,,
Add New Item,303040186,9556505275326,REX BAKED BEANS IN TOMATO SAUCE 230G,,,REX,REX,,3.10,,Canned Foods > Canned Beans,1,,,,,,,,,,,,,,
Add New Item,303040187,9556505275883,REX BAKED BEANS IN TOMATO SAUCE 425G,,,REX,REX,,3.80,,Canned Foods > Canned Beans,1,,,,,,,,,,,,,,
Add New Item,303010050,9556505018381,REX TUNA CHUNKS IN OIL 185G,,,REX,REX,,8.10,,Canned Foods > Canned Seafood,1,,,,,,,,,,,,,,
Add New Item,303044184,9556505028380,REX TUNA FLAKES IN OIL 185G,,,REX,REX,,7.40,,Canned Foods > Canned Seafood,1,,,,,,,,,,,,,,
Add New Item,303040151,9556505218880,REX BUTTON MUSHROOM 425G,,,REX,REX,,7.20,,Canned Foods > Canned Vegetables,1,,,,,,,,,,,,,,
Add New Item,191150310,9556755020004,MARINA SARDINES 155G,,,MARINA,MARINA,,3.90,,Canned Foods > Canned Seafood,1,,,,,,,,,,,,,,
Add New Item,191150311,9556755020028,MARINA SARDINES 425G,,,MARINA,MARINA,,8.20,,Canned Foods > Canned Seafood,1,,,,,,,,,,,,,,
Add New Item,303040112,9556505088308,CINTA BRAND SARDINE 155G,,,CINTA,CINTA,,2.70,,Canned Foods > Canned Seafood,1,,,,,,,,,,,,,,
Add New Item,303040091,9556505088889,CINTA BRAND SARDINE 425G,,,CINTA ,CINTA,,6.60,,Canned Foods > Canned Seafood,1,,,,,,,,,,,,,,
Add New Item,303040092,9557990990022,RANESA BRAND SARDINE 400G,,,RANESA,RANESA,,4.50,,Canned Foods > Canned Seafood,1,,,,,,,,,,,,,,
Add New Item,303040096,95500515,AYAM BRAND SARDINE 155G,,,AYAM BRAND,AYAM BRAND,,4.80,,Canned Foods > Canned Seafood,1,,,,,,,,,,,,,,
Add New Item,303040095,95500539,AYAM BRAND SARDINE 230G,,,AYAM BRAND,AYAM BRAND,,7.00,,Canned Foods > Canned Seafood,1,,,,,,,,,,,,,,
Add New Item,303040097,9556041601221,AYAM BRAND SARDINE 425G,,,AYAM BRAND,AYAM BRAND,,10.10,,Canned Foods > Canned Seafood,1,,,,,,,,,,,,,,
Add New Item,303040100,9556156010253,YEOS SARDINE 155G,,,YEOS,YEOS,,3.20,,Canned Foods > Canned Seafood,1,,,,,,,,,,,,,,
Add New Item,303046855,9556156010284,YEOS SARDINES IN TOMATO SAUCE 425G,,,YEOS,YEOS,,7.70,,Canned Foods > Canned Seafood,1,,,,,,,,,,,,,,
Add New Item,191150313,9556755025009,MARINA BAKED BEANS IN TOMATO SAUCE 425G,,,MARINA,MARINA,,4.40,,Canned Foods > Canned Beans,1,,,,,,,,,,,,,,
Add New Item,303040002,9556156010512,YEOS BAKED BEANS IN TOMATO SAUCE 425G,,,YEOS,YEOS,,4.10,,Canned Foods > Canned Beans,1,,,,,,,,,,,,,,
Add New Item,303040073,9556041602198,AYAM BRAND BAKED BEANS 425G,,,AYAM BRAND,AYAM BRAND,,4.10,,Canned Foods > Canned Beans,1,,,,,,,,,,,,,,
Add New Item,303040415,9555001201082,BOTAN BAKED BEANS IN TOMATO SAUCE 425G,,,BOTAN,BOTAN,,3.60,,Canned Foods > Canned Beans,1,,,,,,,,,,,,,,
Add New Item,303040099,9556041600279,AYAM BRAND IKAN MACKEREL 300G,,,AYAM BRAND,AYAM BRAND,,8.20,,Canned Foods > Canned Seafood,1,,,,,,,,,,,,,,
Add New Item,303040098,9556041601269,AYAM BRAND IKAN MACKEREL 425G,,,AYAM BRAND,AYAM BRAND,,10.10,,Canned Foods > Canned Seafood,1,,,,,,,,,,,,,,
Add New Item,303040412,4902931261054,BOTAN BRAND MACKEREL TOMATO SAUCE 230G,,,AYAM BRAND,AYAM BRAND,,5.10,,Canned Foods > Canned Seafood,1,,,,,,,,,,,,,,
Add New Item,303040414,4902931221003,BOTAN BRAND MACKEREL TOMATO SAUCE 425G,,,AYAM BRAND,AYAM BRAND,,8.30,,Canned Foods > Canned Seafood,1,,,,,,,,,,,,,,
Add New Item,202030757,8886467120183,PRINGLES SOUR CREAM 36G,,,PRINGLES,PRINGLES,,1.70,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030650,8886467100239,PRINGLES ORIGINAL 42G,,,PRINGLES,PRINGLES,,2.60,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030654,8886467100055,PRINGLES HOT & SPICY 107G,,,PRINGLES,PRINGLES,,6.40,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030105,8886467100048,PRINGLES BBQ 107G,,,PRINGLES,PRINGLES,,6.40,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030104,8886467100024,PRINGLES SOUR CREAM 107G,,,PRINGLES,PRINGLES,,6.40,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030103,8886467100017,PRINGLES ORIGINAL 107G,,,PRINGLES,PRINGLES,,6.40,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202070002,8851019310190,GLICO POCKY CHOCOLATE 40G,,,POCKY,POCKY,,3.60,,Biscuits > Biscuit Sticks,1,,,,,,,,,,,,,,
Add New Item,202070003,8851019310206,GLICO POCKY STRAWBERRY 38G,,,POCKY,POCKY,,3.60,,Biscuits > Biscuit Sticks,1,,,,,,,,,,,,,,
Add New Item,202070001,8851019310244,GLICO POCKY DOUBLE CHOCO 39G,,,POCKY,POCKY,,3.60,,Biscuits > Biscuit Sticks,1,,,,,,,,,,,,,,
Add New Item,202070004,8851019500195,GLICO POCKY COOKIES & CREAM 40G,,,POCKY,POCKY,,3.60,,Biscuits > Biscuit Sticks,1,,,,,,,,,,,,,,
Add New Item,202170001,8851019510729,GLICO POCKY TEH TARIK 33G,,,POCKY,POCKY,,3.60,,Biscuits > Biscuit Sticks,1,,,,,,,,,,,,,,
Add New Item,202020007,726165061082,APOLLO CAKE LAYER 18G,,,APOLLO,APOLLO,,0.80,,Biscuits > Wafers & Others,1,,,,,,,,,,,,,,
Add New Item,202020008,726165071036,APOLLO CAKE STRAWBERRY 18G,,,APOLLO,APOLLO,,0.80,,Biscuits > Wafers & Others,1,,,,,,,,,,,,,,
Add New Item,202020001,726165091065,APOLLO CAKE PANDAN 18G,,,APOLLO,APOLLO,,0.80,,Biscuits > Wafers & Others,1,,,,,,,,,,,,,,
Add New Item,202020558,726165101030,APOLLO CAKE COCOA 18G,,,APOLLO,APOLLO,,0.80,,Biscuits > Wafers & Others,1,,,,,,,,,,,,,,
Add New Item,202020002,726165101061,APOLLO CAKE CHOCOLATE 18G,,,APOLLO,APOLLO,,0.80,,Biscuits > Wafers & Others,1,,,,,,,,,,,,,,
Add New Item,202020006,726165171033,APOLLO CAKE BLUEBERRY 18G,,,APOLLO,APOLLO,,0.80,,Biscuits > Wafers & Others,1,,,,,,,,,,,,,,
Add New Item,202030078,8857107232016,TKN BIG SHEET - ORIGINAL 3.2G,,,TAO KAE NOI,TAO KAE NOI,,1.20,,Snacks > Seaweed,1,,,,,,,,,,,,,,
Add New Item,202030079,8857107232023,TKN BIG SHEET - SPICY 3.2G,,,TAO KAE NOI,TAO KAE NOI,,1.20,,Snacks > Seaweed,1,,,,,,,,,,,,,,
Add New Item,202030041,8858702410847,TKN BIG ROLL - SPICY 3G,,,TAO KAE NOI,TAO KAE NOI,,1.20,,Snacks > Seaweed,1,,,,,,,,,,,,,,
Add New Item,202060119,8858702410878,TKN BIG ROLL - G.SQUID 3G,,,TAO KAE NOI,TAO KAE NOI,,1.50,,Snacks > Seaweed,1,,,,,,,,,,,,,,
Add New Item,202010321,8993175532297,RC AHH TRIPLE CHEESE 5.5G,,,RICHEESE,RICHEESE,,0.40,,Biscuits > Wafers & Others,1,,,,,,,,,,,,,,
Add New Item,202011041,8993175532419,RC ROLLS KEJU 8GM,,,RICHEESE,RICHEESE,,0.40,,Biscuits > Wafers & Others,1,,,,,,,,,,,,,,
Add New Item,202011040,8993175537896,RC ROLLS KEJU 115GM,,,RICHEESE,RICHEESE,,3.36,,Biscuits > Wafers & Others,1,,,,,,,,,,,,,,
Add New Item,202010035,8993175536844,RC NABATI CHOCOLATE WAFER 7G,,,NABATI,NABATI,,0.80,,Biscuits > Wafers & Others,1,,,,,,,,,,,,,,
Add New Item,202011011,8993175547222,RC NABATI CHEESE WAFER EXT30% ND 45G,,,NABATI,NABATI,,1.40,,Biscuits > Wafers & Others,1,,,,,,,,,,,,,,
Add New Item,202011013,8993175547284,RC NABATI PINK LAVA EXT30% 45G,,,NABATI,NABATI,,1.40,,Biscuits > Wafers & Others,1,,,,,,,,,,,,,,
Add New Item,202011012,8993175547253,RC NABATI CHOC WAFER EXT30% 45G,,,NABATI,NABATI,,1.40,,Biscuits > Wafers & Others,1,,,,,,,,,,,,,,
Add New Item,202011048,8993175540780,NABATI NEXTAR BROWNIES CHOCO DELIGHT 14G,,,NABATI,NABATI,,0.60,,Biscuits > Wafers & Others,1,,,,,,,,,,,,,,
Add New Item,202070020,9556196001617,NIPS PEANUT 85GM ,,,NIPS,NIPS,,2.70,,Chocolates & Sweets > Chocolate-Coated Nuts,1,,,,,,,,,,,,,,
Add New Item,202010008,8888077102023,MEIJI HELLO PANDA DOUBLE CHOC 43G,,,MEIJI,MEIJI,,3.50,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202010007,8888077102092,MEIJI HELLO PANDA STRAWBERRY 43G,,,MEIJI,MEIJI,,3.50,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202060018,9555047100455,HHONG KUACI BUNGA MATAHARI 40G,,,CAP RAMA-RAMA,CAP RAMA-RAMA,,1.20,,Snacks > Nuts & Seeds,1,,,,,,,,,,,,,,
Add New Item,202060019,9555047101452,HHONG KUACI BUNGA MATAHARI 110G,,,CAP RAMA-RAMA,CAP RAMA-RAMA,,2.90,,Snacks > Nuts & Seeds,1,,,,,,,,,,,,,,
Add New Item,101020086,9556107301300,SUNQUICK STD - ORANGE 330ML,,,SUNQUICK,SUNQUICK,,7.10,,Beverages > Soft Drinks > Cordials & Syrups,1,,,,,,,,,,,,,,
Add New Item,101020087,9556107302307,SUNQUICK STD - MANDARIN 330ML,,,SUNQUICK,SUNQUICK,,7.10,,Beverages > Soft Drinks > Cordials & Syrups,1,,,,,,,,,,,,,,
Add New Item,101020089,9556107303304,SUNQUICK STD - BLACKCURRENT 330ML,,,SUNQUICK,SUNQUICK,,7.10,,Beverages > Soft Drinks > Cordials & Syrups,1,,,,,,,,,,,,,,
Add New Item,101020088,9556107308309,SUNQUICK STD - TROPICAL 330ML,,,SUNQUICK,SUNQUICK,,7.10,,Beverages > Soft Drinks > Cordials & Syrups,1,,,,,,,,,,,,,,
Add New Item,101020082,9556107301102,SUNQUICK JUMBO - ORANGE 840ML ,,,SUNQUICK,SUNQUICK,,16.00,,Beverages > Soft Drinks > Cordials & Syrups,1,,,,,,,,,,,,,,
Add New Item,101020083,9556107302109,SUNQUICK JUMBO - MANDARIN 840ML ,,,SUNQUICK,SUNQUICK,,16.00,,Beverages > Soft Drinks > Cordials & Syrups,1,,,,,,,,,,,,,,
Add New Item,101020084,9556107303106,SUNQUICK JUMBO - BLACKCURRENT 840ML ,,,SUNQUICK,SUNQUICK,,16.00,,Beverages > Soft Drinks > Cordials & Syrups,1,,,,,,,,,,,,,,
Add New Item,101020085,9556107308118,SUNQUICK JUMBO - TROPICAL 840ML ,,,SUNQUICK,SUNQUICK,,16.00,,Beverages > Soft Drinks > Cordials & Syrups,1,,,,,,,,,,,,,,
Add New Item,202020102,9556023221454,ORIENTAL CHICKEN RING 60G ,,,ORIENTAL,ORIENTAL,,2.00,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030031,9556023228057,ORIENTAL ROTA PRAWN CRACKERS 60G ,,,ORIENTAL,ORIENTAL,,2.00,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030033,9556023331078,ORIENTAL GREEN PEA 60G,,,ORIENTAL,ORIENTAL,,2.00,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030005,7622210270092,TWISTIES - BBQ CURRY 60G,,,TWISTIES,TWISTIES,,2.20,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030004,7622210270108,TWISTIES - CHEESE 60G,,,TWISTIES,TWISTIES,,2.20,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202031486,7622210270146,TWISTIES - CHEESE 160G,,,TWISTIES,TWISTIES,,3.99,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202031487,7622210270160,TWISTIES CHERRY TOMATO 160G ,,,TWISTIES,TWISTIES,,3.99,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202031001,9556072170055,CHEEZLES BBQ CHEESE SNACK 60G,,,TWISTIES,TWISTIES,,2.20,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030124,9556072010078,CHIPSTER - ORIGINAL 60G,,,CHEEZELS,CHEEZELS,,3.30,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030006,7622210270122,TWISTIES - CHERRY TOMATO 60G,,,TWISTIES,TWISTIES,,2.20,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030002,9556072080026,CHACHO'S - SPICY CURRY 80G,,,CHACHO'S,CHACHO'S,,3.20,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030003,9556072090025,CHACHO'S - BBQ 80G,,,CHACHO'S,CHACHO'S,,3.30,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030035,9556241350073,SNEK KU MI MI 80G ,,,MIMI,MIMI,,1.80,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030036,9556241350059,SNEK KU TAM TAM 80G,,,TAM TAM,TAM TAM,,1.80,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202010011,7622210638632,CHIPSMORE ORIGINAL 163.2G,,,CHIPSMORE,CHIPSMORE,,4.60,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202010012,7622210638656,CHIPSMORE DOUBLE CHOC 163.2G,,,CHIPSMORE,CHIPSMORE,,4.60,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202010010,7622210638854,CHIPSMORE HAZELNUT 163.2GM,,,CHIPSMORE,CHIPSMORE,,4.60,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202011007,7622210629968,MINI CHIPSMORE ORIGINAL 80G ,,,CHIPSMORE,CHIPSMORE,,2.40,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202011006,7622210630100,MINI CHIPSMORE DOUBLE CHOC 80G,,,CHIPSMORE,CHIPSMORE,,2.10,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202072657,8850309203211,CREAM-O STRAWBERRY 60G,,,CREAM-O,CREAM-O,,1.80,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202072006,8850309203228,CREAM-O BLUEBERRY 65G,,,CREAM-O,CREAM-O,,1.80,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,101100003,7612100041611,OVALTINE ORIGINAL 3 IN 1 (30GM x 20'S),,,OVALTINE,OVALTINE,,15.00,,"Beverages > Milk, Chocolate & Malted Powder",1,,,,,,,,,,,,,,
